부여번호,기업명,대표자명,주소,담당자,담당자연락처
10088323,(주)에스디테크,김상길,광주광역시 북구 첨단과기로 123 (오룡동) 기업지원센터 A동 104호,김상길,062-416-5345
10064021,시스웨어,양대진,서울특별시 강서구 마곡중앙6로 40 (마곡동) 6층,신종창,070-5172-8941
10079778,(주)쿼티시스템,김하영,서울특별시 금천구 가산디지털1로 30 (가산동) 203,박성윤,02-858-5520
10088967,강한솔루션,김일동,경기도 수원시 권선구 산업로 198(고색동) 수원델타원지식산업센터 715호,김일동,070-8751-0401
10089558,주식회사 이맥스에스엔시,양영철,경기도 군포시 엘에스로 175 (산본동) 에스에이타워 307A호,양영철,031-454-9960
10093381,(주)씨엘씨테크,김주영,서울특별시 서초구 바우뫼로39길 67-17 (양재동),김주영,02-576-5467
10095057,"에스아이솔루션(S,I솔루션)",윤영균,경기도 화성시 봉담읍 최루백로 72,윤영균,070-4319-8678
10004671,오상자이엘(주),김선기,인천광역시 부평구 육동로 36 (부평동),허원,032-524-0700
10078192,(주)엠케이코어텍,양구돈,경상북도 경산시 진량읍 가야로 350,이창희,053-851-6114
10080075,성준전기(주),박운식,서울특별시 종로구 종로 146-2 (종로3가),이석행,070-8874-8105
10064416,(주)아이엠지,장철,경상북도 경주시 동대로 123 (석장동),오창석,052-922-2332
10075242,에스티엘소프트,권태원,부산광역시 남구 수영로 312 (대연동),이영인,051-742-8143
10064024,큐빅테크,김부섭,"서울특별시 구로구 디지털로 272, 301호 (구로동, 302호, 303호 (구로동, 한신아이티타워)",민한기,070-4760-1034
10085107,주식회사 오즈시스템,최수동,경기도 고양시 일산동구 정발산로 24 (장항동),최수동,031-812-5035
10087794,(주)헤더라임,정은봉,인천광역시 서구 정서진로 410 (오류동) 환경산업연구단지 C동 401호,정은봉,032-566-0701
10232817,주식회사 부일기획,김진환,부산광역시 해운대구 센텀7로 6 (우동),김지원,051-746-9185
10232821,에이아이바,김보민,서울특별시 마포구 성암로 330 (상암동),김보민,070-4485-6643
10233697,주식회사 와이즈빌,김태진,광주광역시 북구 첨단연신로 45 (연제동),김태진,070-8249-5262
10104781,에이딘로보틱스,"이윤행, 최혁렬",경기도 안양시 동안구 시민대로327번길 12-20 (관양동),이가연,031-360-7926
10234193,주식회사이아이씨엔,송덕수,서울특별시 서초구 서초대로 396 (서초동),유도윤,070-7549-0107
10230442,주식회사 영테크,원준희,경상북도 경주시 강동면 강동산단로 120,윤순복,054-285-4591
10234516,(주)정우코퍼레이션,지석창,인천광역시 연수구 솔밭로 60 (동춘동),양준호,032-683-6200
10091356,(주)세라크래프트,조영준,대구광역시 달서구 성서공단로 46-17 (대천동) 2동 4층,강석기,070-7758-2804
10076677,주식회사 스튜디오쓰리에스코리아,한태교,경기도 안양시 동안구 부림로170번길 41-20 (관양동),강창현,010-****-****
10001876,(주)주강로보테크,강인각,경기 평택시 청북면 현곡리 177-28,김태제,031-683-9876
10084277,(주)유일로보틱스,김동헌,인천광역시 남동구 남동서로362번길 37-45 (남촌동),윤진현,032-863-9810
10103438,주식회사 토트,이상형,전북특별자치도 군산시 산단남북로 189 (오식도동),이상형,02-463-8030
10104555,(주)스마트솔루션,황준혁,경상남도 창원시 성산구 완암로 50 (성산동),황준혁,055-264-2846
10104579,(주)스타웰즈,조상명,부산광역시 강서구 금호순서길 121-9(대저2동) (주)스타웰즈,장경복,051-972-9940
10108617,포휴먼테크,임영근,대전광역시 유성구 테크노2로 199 (용산동),이승혁,042-933-1561
10101947,주식회사 티원,심선호,경상남도 창원시 마산회원구 구암북1길 79(구암동),홍정현,055-265-7115
10231459,우림로보틱스 주식회사,김병수,경상북도 칠곡군 왜관읍 강변대로 677-15,김태근,054-976-1987
10231469,(주)에스이씨,이종필,경기도 화성시 비봉면 삼화길 1,정찬원,031-354-2385
10085229,(주)대곤코퍼레이션,"이재형, 이대원",서울특별시 구로구 디지털로 285 (구로동) 12층,안대인,02-6675-6616
10231536,파인로봇,김한기외1명,부산광역시 강서구 미음국제5로다길 9 (미음동),김한기,051-831-2687
10064374,(주)두성로보텍,박희정,인천 서구 경서동 697-14,장영미,032-583-6700
10076996,(주)에프로봇,송영환,부산광역시 해운대구 삼어로91번길 90 (반여동),송여진,051-928-8538
10233008,(주)컨포트랩,김기중,서울특별시 송파구 법원로 114 (문정동),김하나,070-8287-1613
10231367,(주)오토베이션,박진형,경상남도 창원시 의창구 창원대로18번길 46 (팔용동),박진형,055-715-3337
10234100,대성산업(주) 기계사업부,"김영대, 이은우","서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",장양수,02-3408-1338
10234394,대웅써미트,김성진,경기도 화성시 남양읍 남양로 549-13,김성진,010-****-****
10234510,로보틱박스,하현수,경상남도 창원시 성산구 전기의길 10 (성주동),하현수,010-****-****
10105826,(주)O.N,권오남,충청남도 천안시 서북구 직산읍 4산단4로 52 (주)O.N,송재용,010-****-****
10234616,(유)엠에스테크,박상욱,전라남도 무안군 삼향읍 영산로 1308-1,박상욱,061-453-9537
10231039,캣벨컴퍼니,김동환,서울특별시 서초구 강남대로95길 16 (잠원동),김동환,070-4801-3440
10077313,대명산업기술(주),김당주,경상남도 김해시 진례면 테크노밸리길 170-5,김정훈,070-4450-2275
10098210,조인텍스컴,이상진,경기도 하남시 미사강변중앙로31번길 15 (풍산동) 희가로프리미어 910호,이상진,070-7550-0454
10098814,주식회사 아이티몬,김태성,"경기도 평택시 고덕면 고덕중앙로 322, 909호 (에이스 S-TOWER 지식산업센터)",김태성,031-8019-9695
10094535,(주) 섹타나인,김대일,경기도 성남시 중원구 사기막골로31번길 18 (상대원동),이원석,02-6710-5204
10231373,주식회사 올댓오토메이션,정현화,경상남도 창원시 의창구 사화로 210 (팔용동),정현화,010-****-****
10075197,(주)딥시스,석동진,서울특별시 영등포구 영등포로13길 21 (양평동1가),석동진,02-561-6961
10065414,(주)케이에스아이,김우호,"서울특별시 금천구 가산디지털2로 184 (가산동) 벽산디지털밸리2차 1501,2호",김우호,02-2113-0231
10063927,(주)TIS,이종문,경상남도 창원시 성산구 대암로105번길 1 (대방동),성기원,055-274-0300
10081969,슬로우(주),정효현,"서울특별시 강서구 양천로 401(가양동), 비동 10층 1005호",정효현,02-232-2049
10082783,(주)케이앤엘정보시스템,김영진,경상북도 구미시 산동읍 첨단기업1로 17 구미전자정보기술원 혁신관 314호,김영진,15665292
10077276,아이앤지코리아,박장욱,울산광역시 중구 종가로 15 (다운동) 울산테크노파크 기술혁신 B동 303호,박장욱,052-700-4378
10083803,주식회사 씨엠지아이엔씨,이호완,경기도 부천시 범안로219번길 71 (옥길동),이호완,070-4255-9280
10084669,아이에스비,이향숙,"인천광역시 남동구 호구포로 194 (고잔동), 1503~5호",박광수,070-8836-9021
10064860,(주)이아이피,이재수,인천광역시 남동구 호구포로 194(고잔동) 마크원지식산업센터 1507호,장원혁,032-260-1810
10072361,(주)이맥스,이재용,경기도 광명시 오리로651번길 8 (하안동),이재용,070-8680-8990
10077486,(주)에스지아이시스템,김지태,서울특별시 구로구 디지털로26길 43 (구로동),김일중,02-3667-5626
10001721,(주)영창로보테크,원종대,경상남도 김해시 주촌면 골든루트로129번길 96,노성훈,055-723-3570
10075210,비젠트로(주),김홍근,경기도 성남시 분당구 대왕판교로 660 (삼평동),이국,031-710-9766
10078236,유호스트,이은재,서울특별시 서초구 남부순환로 2495 (서초동),송관성,02-523-3975
10089301,(주)인아엠씨티,신동진,"서울특별시 금천구 가산디지털1로 168 (가산동), 씨동 809호(가산동, 우림라이온스밸리)",백종오,02-2026-3740
10092171,(주)코랩인터내셔널,김동성,서울특별시 마포구 모래내로 5 (성산동),권진욱,02-2135-3225
10085644,한국보싸드,오광람,충청남도 천안시 서북구 입장면 연곡길 428,이세원,041-580-7080
10082252,(주)엘케이랩,이치호,"대전광역시 유성구 엑스포로 459, 202호 (전민동)",김영주,02-865-1530
10075889,(주)에스제이아이티,한동진,"대구광역시 북구 호암로 51, 대구삼성창조캠퍼스 벤처오피스 508호(침산동)",한동진,070-8236-7560
10078366,(주)포젠정보기술,최동열,"광주광역시 서구 화개2로20번길 8, 2층 (금호동)",최동열,062-571-1666
10078059,미래소프트웨어,이병규,대구광역시 달서구 달서대로91길 35 (호림동)  모다지식산업센터 가동 201호,이병규,053-585-7679
10089356,(주)엠시스아이씨티,이성대,경기도 화성시 동탄첨단산업1로 27 (영천동),이성대,031-373-0763
10089838,트라이텍,오인환,"경기도 안산시 단원구 산단로 107, 서흥테크노밸리 433호",정명신,031-508-9234
10089695,이원소프트주식회사,김창섭,서울특별시 강서구 마곡중앙5로1길 20 (마곡동),김창섭,070-4352-5060
10090611,(주)유티소프트,문형두,광주광역시 동구 동계천로 150 (동명동) 아이플렉스 광주 311호,문형두,062-251-8443
10096569,주식회사 스마트웨이브,서민수,부산광역시 강서구 대저로 149 (대저1동),서민수,051-895-0338
10098447,두이엔지(주),두석신,전라북도 군산시 산단남북로 189 (오식도동),전민영,063-462-1217
10100798,(주)앤에이치씨,한봉석,인천광역시 연수구 송도과학로 56 (송도동) 송도테크노파크BT센터,한봉석,070-5097-6010
10109007,(주)씽크포비엘,박지환,서울특별시 강남구 논현로 419(역삼동) PMK빌딩 8층 ,박민정,02-562-6545
10104104,주식회사 가주정보기술,심원화,부산광역시 북구 효열로 111 (금곡동),심원화,051-746-4056
10231666,(주)제이엠비,안중진,대구광역시 달서구 성서로68길 49 (갈산동),안중진,053-592-1081
10233140,(주)천운이앤지,윤용훈,충청남도 천안시 서북구 직산읍 신갈1길 71-11,이혜영,041-574-1636
10097800,(주)한국에너지기술단,노영진,전북특별자치도 전주시 덕진구 유상로 67 (팔복동2가),오아름,010-****-****
10234258,(주)아큐리스,이정환,경기도 과천시 과천대로7길 33 (갈현동),김보라,031-450-3570
10088020,주식회사 금하테크,한청우,전라남도 나주시 그린로 357 (빛가람동),이영욱,061-930-2000
10234339,(주)위밋모빌리티,강귀선,서울특별시 관악구 조원로 5-14 (신림동),이승원,010-****-****
10234374,(주)위즈랩스,박성웅,서울특별시 금천구 시흥대로 189 (시흥동),박성웅,02-6462-9870
10234402,(주)알투비,정택균,인천광역시 남동구 은봉로 51 (논현동),김미숙,032-874-8543
10234397,주식회사 넥스브이,윤현지,서울특별시 강서구 공항대로 227 (마곡동),송환구,02-886-7000
10086554,주식회사 디플즈,김시습,광주광역시 북구 첨단과기로208번길 43-22 (오룡동),김시습,070-8666-6569
10234443,프로들스튜디오(주),구승범,인천광역시 연수구 갯벌로 12 (송도동),구승범,010-****-****
10234018,퓨처센스 주식회사,안다미,서울특별시 종로구 종로 6 (서린동),이은영,070-8095-1812
10234495,(주)대영테크,안동준,경기도 부천시 원미구 평천로 784-10 (도당동),강응철,032-673-1450
10002363,(주)피앤에스,박봉수,경기도 평택시 진위면 마산9로 73,강신흥,031-250-4054
10234519,칸비즈(주),안근홍,인천광역시 남동구 남동동로138번길 46 (고잔동),박창환,070-4111-6157
10091046,금호정밀기계,김탄욱,경기도 동두천시 강변로 806 (동두천동),김동욱,031-867-7366
10234578,제이씨이엔지 주식회사,정찬원,인천광역시 남동구 아암대로 1223 (고잔동),정찬원,032-222-9493
10234591,엠에스테크,강원익,인천광역시 연수구 송도미래로 30 (송도동),김혜경,031-8042-7020
10093517,(주)티에스테크,황병득,경상남도 창원시 의창구 평산로38번길 40 (팔용동),성기찬,055-252-4917
10234550,주식회사 엠엘텍,문성종,경기도 안양시 동안구 엘에스로 76 (호계동),문성종,031-479-2979
10007812,옥토시스,강용기,서울특별시 강동구 고덕비즈밸리로 26 (고덕동),강다은,02-424-1093
10080100,디오비에스,김경환,경상북도 구미시 산호대로 412(공단동) 1층 사무실,김대호,070-7578-9870
10078895,주)솔트,윤광순,경기도 수원시 팔달구 효원로 303 (인계동),윤광순,070-8884-4440
10080510,(주)광장엔지니어링,백기선,경기도 군포시 고산로 166 (당정동)sk벤티움 103동703호,윤정식,031-436-1940
10081597,(주)아이티공간,이영규,울산광역시 울주군 서생면 에너지산업4로 76,김형규,052-269-0982
10082797,주식회사 오토메스텔스타,이강선,인천광역시 부평구 부평대로 283 (청천동) (부평우림라이온스밸리 B-804),조희술,032-623-6095
10076125,(주)포원시스템,권오대,경상북도 경산시 진량읍 공단12로 150,우정음,053-359-0041
10080029,아주큐엠에스,강학동,서울특별시 서초구 강남대로 351 (서초동),김형준,02-2103-8932
10234266,주식회사 비엔시스템,엄요한,서울특별시 노원구 화랑로 419-7 (공릉동),엄요한,010-****-****
10076819,(주)엠브이텍,이상권,경기도 안양시 동안구 엘에스로91번길 46 (호계동) 엠브이텍 빌딩,최윤나,031-477-3600
10234165,(주)메타소프트,김봉길,서울특별시 구로구 디지털로33길 50 (구로동),김봉길,02-6344-7330
10097280,카이시스템,조순철,서울특별시 강남구 테헤란로 410 (대치동),황현태,070-6422-3651
10234329,가디언즈랩 주식회사,임덕만,서울특별시 성동구 뚝섬로1길 10 (성수동1가),윤재호,010-****-****
10234372,투윈메카,최경철,경상북도 성주군 선남면 문방1길 1,최경철,053-721-8881
10234393,유영브레인,이우중,서울특별시 영등포구 국제금융로6길 33 (여의도동),송성미,02-780-3711
10234352,(주)아이비스,이종무,경상북도 구미시 산동읍 첨단기업4로 25-15,김태영,054-473-4367
10091805,코넥스(주),김성희,경기도 용인시 처인구 남사면 원암로 384,신윤주,031-337-0026
10234440,912 Communication,윤정원,서울특별시 성북구 안암로 145 (안암동5가),윤정원,02-6221-9120
10234478,우주,박권진,충청남도 아산시 인주면 해암로 79,박권진,010-****-****
10234494,세종산업(주),유재현,경기도 시흥시 마유로 138 (정왕동),박병권,031-319-0050
10230732,(주)제우스,이종우,경기도 화성시 안녕남로 132 (안녕동),임정훈,010-****-****
10005806,(주)코리아신예,,충남 아산시 신창면 남성리 134-8,홍준택,041-546-5228
10067175,지이티시스템,,경상북도 구미시 1공단로6길 141,금세종,010-****-****
10234556,(주)원탑,김영희,경상남도 창원시 의창구 북면 천주로769번길 84,김태한,055-265-3705
10234572,피엔피,김종필,경기도 시흥시 서해안로 242 (정왕동),김종필,031-8041-3420
10096473,(주)넥스젠아이씨티,박철진,경상북도 칠곡군 왜관읍 아곡7길 5,박철진,054-977-1719
10084058,(주)디원,최유진,부산광역시 남구 신선로 365 (용당동) 부경대학교 용당캠퍼스 한미르관 1608호,석지훈,051-791-0777
10105323,티에스아이코리아,이철희,경기도 수원시 권선구 산업로 198 (고색동),박상인,070-4099-5590
10109015,(주)이너피플,최용준,서울특별시 서초구 남부순환로 2497(서초동),박정옥,070-4244-6357
10220858,(주)서브윌,김명배,서울특별시 송파구 송파대로 260 (가락동),김영훈,02-6405-3339
10230944,아이코드랩 주식회사,성정모,충청남도 아산시 배방읍 호서로79번길 20,문현정,010-****-****
10231219,주식회사 동아에프에이,손태일,부산광역시 강서구 유통단지1로 50 (대저2동),손태일,051-796-3800
10076876,제이엔이시스텍(주),김정은,경기도 과천시 과천대로7길 20 (갈현동),홍의석,070-7788-8661
10231569,(주)데이타엠테크,김정현,충청남도 아산시 배방읍 호서로79번길 20,김정현,041-533-8021
10081342,(주)월드이엔지,정연태,경상북도 칠곡군 왜관읍 3산업단지1길 119,정연성,054-976-1621
10081727,아이엔지글로벌(주),이병구,경상북도 경주시 외동읍 문산2산단4로 19,최은희,054-742-0661
10086673,(주)이투이솔루션,윤한희,"경상남도 양산시 주남로 288(주남동), 3207-4호(영산대학교코스모스관)",윤한희,055-329-7997
10088756,(주)에이치시스템,한상길,경기도 시흥시 만해로 41 (정왕동),한상길,070-4905-0100
10092986,한솔피앤에스주식회사 아이티서비스부문,김형준,서울특별시 강서구 양천로 570 (등촌동),이승규,02-6244-9772
10092340,유니드,송기준,경상남도 진주시 동부로169번길 12 (충무공동),오동현,055-761-9543
10093185,삼정로보틱스,박순호,경상남도 창원시 의창구 북면 동전산단서로 9,박순호,055-286-8477
10074822,(주)아토스,이태식,서울특별시 구로구 디지털로 273 (구로동) 905호 에이스트윈타워2차,이태식,02-3442-7111
10077067,(주)동남이앤아이,김영식,"경기도 고양시 덕양구 무원로 1 (행신동), 상가동 지하층 비-13호(행신동 무원마을)",조윤호,070-7731-0534
10081015,기공시스템(주),문병기,광주광역시 북구 첨단과기로 333 (대촌동) 생활지원로봇센터 404호,문병기,062-973-7101
10081095,엠버바인,서경덕,대구광역시 북구 노원로 75 (노원동3가) 로봇산업진흥원 로봇혁신센터 307호,서경덕,053-352-4603
10077570,(주)세인이엔에스,신도철,서울특별시 금천구 가산디지털2로 108 (가산동),임연재,02-6277-3060
10084167,(주)파워에프에이,김중섭,"경기도 안산시 단원구 능안로 81 (신길동) 안산디지털파크 지층 113,114호",김슬기,031-310-1979
10078683,코어엠,한상욱,"서울특별시 동작구 동작대로29가길 23(사당동) 2층, (주)코어엠",김서연,02-595-6366
10075900,에스에프존,정도은,부산광역시 부산진구 중앙대로 900 (양정동),김희종,051-714-1752
10085009,자유로운소프트,홍진희,서울특별시 금천구 가산디지털1로 168 (가산동),최원준,070-7403-1770
10076102,주식회사 지엔디비즈,곽승범,서울특별시 강동구 양재대로 1377 (성내동),이주승,031-704-2997
10084936,(주)와이제이솔루션,백영미,경기도 안양시 동안구 시민대로 230 (관양동),신종재,051-892-2024
10065155,(주)아이디정보시스템,박기열,"대구광역시 수성구 알파시티1로35길 9 (대흥동), (주)아이디정보시스템",엄갑섭,053-745-4160
10078981,에이드정보기술,유병남,경기도 광명시 오리로876번길 26 (철산동),유병남,02-862-9980
10082132,주식회사 성신에프에이,김병철,대구광역시 달서구 성서로5길 18-8 (대천동),장진영,053-588-8768
10096066,주식회사휴웰프라임,허승필,서울특별시 노원구 한글비석로24길 14 (상계동) 4층 A429호,허승필,02-585-9696
10101608,주식회사 이에스지테크,윤윤숙,경기도 용인시 처인구 백암면 백암로201번길 21-2,윤윤숙,031-334-3952
10103046,주식회사 진솔루션즈,"오승용, 김동훈",인천광역시 남동구 호구포로 194 (고잔동),오승용,042-3245-2345
10104307,이엔유주식회사,이지우,대전광역시 유성구 테크노4로 17 (관평동),김동식,070-4244-2268
10220938,에스브이솔루션,이정민,인천광역시 연수구 센트럴로 313 (송도동),이정민,032-832-2235
10230617,블룸,고일용,충청북도 청주시 서원구 남이면 남석로 328,고일용,032-327-1650
10231224,(주)엠유트론,안문성,인천광역시 부평구 부평대로 293 (청천동),홍청민,070-7537-0201
10231555,태성테크놀주식회사,이무용,"충청남도 천안시 서북구 광장로 260 (불당동, 불당한화꿈에그린아파트)",이무용,054-972-2600
10234204,(주) 에이로보틱스,권재인,인천광역시 계양구 서운산단로2길 5 (서운동),안인성,032-584-9592
10067917,위드텍,,대전 유성구 탑립동 900,송복문,031-297-0600
10234321,효성ITX (주),홍혜진,서울특별시 영등포구 선유동2로 57 (양평동4가),김성업,02-2102-8198
10234448,(주)세일기연,황인일,충청남도 천안시 서북구 성환읍 잠실길 44-8,정성균,041-584-2415
10088406,(주)하이테크월드,이선규,"경기도 안산시 단원구 만해로 205 (성곡동) C동 112호, 115호",이선규,031-364-8277
10234528,솔버랩,정현무,"인천광역시 남동구 아암대로1503번길 98 (논현동, 에코메트로 6블록 한화 꿈에그린아파트)",정현무,010-****-****
10234527,포스낙(주),김유동,전라남도 광양시 옥곡면 신금로 254,김유동,061-793-7059
10220906,주식회사 에그플랜트,김태완,경기도 화성시 정남면 정남산단로 112,김태완,010-****-****
10081770,Lamatech,여영진,대구광역시 달서구 성서공단로39길 27 (갈산동) 뉴비전지식산업센터 307호,여영진,010-****-****
10078719,제트핑거소프트,김정,인천광역시 부평구 주부토로 236 (갈산동),김정,032-233-9700
10074789,주식회사 비케이아이티,정병곤,서울특별시 서초구 논현로 87 (양재동) 삼호물산빌딩 B동 1402호,배승만,02-576-2695
10074169,주식회사 무른모,황순관,인천광역시 연수구 송도미래로11번길 27 (송도동),배은지,032-1544-0538
10085557,(주)빅타이거,김경재,경기도 남양주시 진접읍 팔야산단로11번길 10,홍지혜,031-573-0744
10005167,텔스타 주식회사,임병훈,경기도 평택시 청북읍 현곡산단로93번길 89 텔스타-홈멜 주식회사,오세원,031-646-4011
10087649,대성정보시스템,강영민,"경상남도 창원시 성산구 완암로 50, 테크동 919호(성산동, SK 테크노파크)",강영민,055-266-3033
10088529,(주)유미테크,윤대일,대전광역시 유성구 가정로 218 (가정동) 융합기술연구생산센터 703호,최현경,042-867-4220
10075870,달리웍스,이순호,서울특별시 중구 수표로 12 (충무로3가),이민아,02-2274-3254
10090505,아리아텍,고홍기,경기도 안양시 동안구 시민대로 401 (관양동) 1011호,고홍기,070-5102-8300
10091685,에프원테크시스템즈 주식회사,한재웅,서울특별시 금천구 가산디지털2로 166 (가산동),이준로,02-6464-1320
10091907,(주)엔에스비전,김남균,서울특별시 금천구 가산디지털1로 30 (가산동) 505호,안준용,02-891-8110
10092948,코너스톤테크놀러지 주식회사,이재원,경기도 성남시 분당구 성남대로 69 (구미동),이재원,070-7019-9872
10098363,(주)한국바이오셀프,오명열,"경기도 수원시 영통구 창룡대로256번길 77 (이의동) 503호 (이의동, 에이스광교타워3)",박상희,031-895-5707
10104237,(주)밸리언트데이터,김종현,경기도 성남시 중원구 사기막골로62번길 33(상대원동) 센터M F613호,김종현,031-1234-5678
10104391,테이아,이춘재,경기도 과천시 과천대로7길 33 (갈현동),백은솔,02-6390-6223
10104744,태진솔루션,최수환,경기도 용인시 수지구 포은대로59번길 37 (상현동),김상윤,031-548-1070
10105420,(주)에스파,김택광,경기도 화성시 양감면 은행나무로62번길 18-12,문수석,031-298-2160
10105832,주식회사 와트,김진명,경기도 성남시 수정구 금토로80번길 11 (금토동),이승재,070-7124-2588
10105715,현대정보시스템,김세남,경기도 양주시 광적면 부흥로 862 공구상가 2동 15호,김민섭,031-836-5168
10221190,(주)기승에프에이,이계승,경기도 화성시 마도면 석교남길 63,하범철,031-357-2112
10231563,주식회사 코보시스,"장경훈, 박재일",경기도 화성시 안녕길24번길 42-8 (안녕동),백현아,010-****-****
10081570,BFA,김병희,부산광역시 강서구 낙동북로 66 (강동동),김병희,051-907-4119
10064788,(주)엘제이텍,이현수,인천광역시 서구 로봇랜드로 155-11 (청라동) 로봇타워 505호,이재길,070-7843-0045
10085244,Listen4u,안서정,경기도 부천시 부흥로296번길 19-17 (중동),이명익,032-611-1165
10231639,아이투주식회사,이순열,경기도 성남시 수정구 대왕판교로 815 (시흥동),이순열,031-723-8995
10231551,디케이랩 주식회사,고정석,경기도 화성시 동탄역로 160 (오산동),고정석,031-831-3978
10231159,주식회사 아이하랑,김경수,경기도 시흥시 경기과기대로 270 (정왕동),김경수,031-499-0911
10232201,주식회사 디밀리언,한요한,경기도 광명시 일직로 43 (일직동),한요한,02-6914-6560
10234236,주식회사 무진소프트,윤현묵,경기도 안산시 상록구 해양3로 15 (사동),윤성묵,010-****-****
10234288,주식회사 휴빅스,윤상기,경기도 오산시 독산성로232번길 14-22 (지곶동),이형섭,031-374-8285
10234290,시엠시엔지니어링에스포트(주)(영업소),JELONEK JAN NIKOLAUS,서울특별시 금천구 가산디지털2로 184 (가산동),홍승준,02-869-5394
10076574,다인정공,윤혜섭,경기도 시흥시 엠티브이26로 24 (정왕동),이창훈,031-488-0506
10077543,유진디스컴(주),이경우,인천광역시 계양구 서운산단로2길 9 (서운동),우규명,032-515-5911
10234370,네오코퍼레이션,서상우,경상북도 영천시 금호읍 대구대길 333,이세경,053-856-2215
10234383,이날리지,이부권,인천광역시 서구 승학로506번안길 63 (검암동),이부권,010-****-****
10234388,벡스인텔리전스,최재호,서울특별시 마포구 월드컵북로54길 25 (상암동),최재호,010-****-****
10234396,주식회사예리테크,최정호,경상남도 창원시 의창구 차룡로48번길 44 (팔용동),정승혜,055-288-6323
10234399,에스엠로보트,정병철,경기도 화성시 양감면 제약단지로 205-6,정병철,031-359-9007
10067629,(주)엘피케이로보틱스,심태호,인천광역시 부평구 부평대로329번길 86 (청천동),김종문,032-341-1645
10234490,주식회사 스타웍스,신동우,경상북도 경산시 남매공원로2길 10 (계양동),김아랑,070-8801-7117
10234545,(주)대경일렉,최중해,경상북도 영천시 금호읍 대구대길 333,이은채,053-853-8684
10092429,시너스텍(주),김주헌,경기도 과천시 과천대로7나길 60 (갈현동),이진환,010-****-****
10091593,로크웰 오토메이션 코리아,이용하,"서울특별시 강남구 논현로 430 (역삼동) 아세아타워 6층,7층",강윤,010-****-****
10004687,삼천산업(주),최원석,경남 창원시 의창구 팔용동 42-13,이대근,070-4035-3904
10234400,주식회사모바일팩토리,김창환,서울특별시 금천구 가산디지털1로 24 (가산동),김문길,02-2038-0200
10234401,주식회사 요망진연구소,최성기,제주특별자치도 제주시 동문로9길 13-1 (일도일동),최성기,010-****-****
10234169,주식회사 오퍼스엠,이진석,경기도 성남시 분당구 황새울로351번길 10 (서현동),백희종,070-8811-0426
10234507,주식회사 엔바이어스,양우성,서울특별시 성동구 상원12길 34 (성수동1가),이수진,02-2210-7880
10077140,(주)브릭,김현우,경기도 성남시 분당구 판교역로 230 (삼평동) 삼환하이펙스 B동 309호,남용문,031-714-2900
10103303,무진소프트,윤성묵,경기도 안산시 상록구 실록2길 21-1(일동) 101호,윤성묵,070-7883-0849
10104724,(주)용봉스마트,여태용,광주광역시 광산구 신창로138번길 7-9 (신창동),여태용,062-266-6479
10221265,주식회사세정로봇,박종익,경상북도 구미시 산동읍 첨단기업로 69-34,이한성,054-473-5379
10230554,(주)에스더블유아이티,김병수,대구광역시 북구 호암로 51 (침산동),한유정,053-201-3665
10230925,(주)인더스트리얼 에이아이,윤희성,인천광역시 남동구 은봉로 14 (논현동),전창현,032-811-0401
10086090,주식회사 제스텍,박필석,인천광역시 서구 파랑로 495(청라동) 1동622호,유지훈,032-505-8055
10067019,(주)카스,김태인,경기도 양주시 광적면 그루고개로 262,신현철,02-2225-3654
10086980,디딤솔루션코리아주식회사,정현철,경기도 용인시 기흥구 기흥로 58 (구갈동),정현철,031-893-9952
10083457,(사)캠틱종합기술원,노상흡,전라북도 전주시 덕진구 유상로 67 (팔복동2가),장수영,063-219-0375
10080546,제이드테크(주),강순규,경기도 여주시 세종대왕면 독골1길 84-26,반현숙,02-477-0601
10090314,(주) 인사이트온,박승래,울산광역시 중구 종가5길 21 (유곡동),신필순,052-248-5188
10006572,에스아이에스(주),신인승,울산광역시 울주군 언양읍 반천산업로 108-105,박기호,070-5167-1674
10063971,엔지아이테크(주),김형욱,경기도 수원시 영통구 덕영대로1556번길 16 (영통동),박상선,031-204-9691
10057138,(주)위더스이십일,정 기 호,서울특별시 금천구 가산디지털2로 101 (가산동),김정희,02-2101-0636
10083292,지멘스 주식회사,정하중,서울특별시 종로구 종로3길 17 (청진동),이상엽,010-****-****
10076390,유라,엄대열,경기도 화성시 팔탄면 시청로 854,성신영,070-7878-7087
10230355,주식회사 멀티로봇,조남호,경상남도 창원시 마산회원구 봉암공단로 6 (봉암동),조남호,055-586-4985
10234492,주식회사 에이아이로보틱스,손종욱,대구광역시 북구 경대로17길 47 (복현동),손종욱,053-945-1112
10231251,씨디알시스템,안기탁,경기도 화성시 동탄역로 160 (오산동),이종훈,070-8015-7577
10232252,(주)에이블정보시스템,이충인,경기도 용인시 기흥구 기흥로 58-1 (구갈동),이충인,031-343-3715
10234200,에스이테크(주),송희민,경기도 성남시 중원구 둔촌대로 545 (상대원동),송희민,010-****-****
10066103,(주)삼원기계,전순도,경상남도 김해시 골든루트로 130번길 12-5,전성훈,055-338-7733
10234298,주식회사 새비로보틱스,정의인,인천광역시 연수구 송도미래로 30 (송도동),정의인,010-****-****
10230058,모멘트,양상열,경기도 부천시 조마루로385번길 122 (춘의동),양상열,032-217-0021
10001279,풍광기계주식회사,장익순,"경기도 시흥시 정왕천로 253, 3나-404(정왕동,시화공단)",황윤성,031-497-7001
